,Method,Transformer,MAE train,RMSE train,R2 train,Adj R2 train,MAE test,RMSE test,R2 test,Adj R2 test
0,LinReg,ohe_cat,2.355627749887184,9.252799029883926,0.3195042377993277,0.14628713469370191,2.8555109573622883,12.064859404402265,0.22005429105727647,-0.4959614417426008
0,LinReg,ohe_cat_ord,2.1676741996365543,7.783917407659111,0.4275329235916069,0.1173133346999079,3.0150746758407854,14.618179747296924,0.05499217319536376,-4.528295786807122
0,LinReg,label_cat,2.4589120237047277,9.798957078347524,0.27933712336499095,0.19145140670218486,2.9129242311487507,12.379501825039252,0.19971389606372802,-0.07624682943153815
0,LinReg,cof_cat,2.474169206101113,9.77328702062205,0.28122502403604355,0.19356953916239028,2.8915515198585178,12.227160059190714,0.20956219205986448,-0.06300256929880299
0,LinReg,cof_cat_ord,2.4205250024252525,9.608855426538517,0.293318121766185,0.2071374049084026,2.9142751216946157,12.57862526545106,0.1868413488011853,-0.0935581860949577
0,LinReg,target_ord,2.445793804928039,9.63406799600648,0.2914638670026559,0.2050570215151749,2.9014242932889935,12.241308275841002,0.20864756549889873,-0.0642325843290672
0,LinReg,target_mean,2.317014767029404,8.747520279378488,0.35666489019634784,0.2782093890007804,2.979660105665115,13.350163962541187,0.13696440652541098,-0.16063407398306806
0,SVM,ohe_cat,2.3810204123496437,10.343418905737245,0.2392947572634344,0.04566069547594487,2.9816674119095063,12.62030919520967,0.1841466466867756,-0.5648334809450368
0,SVM,ohe_cat_ord,2.1535257415883957,9.002381058572382,0.3379211911672787,-0.020858945462743472,2.955927381578488,12.841106857950336,0.16987294619621462,-3.856243264752144
0,SVM,label_cat,2.4654621042599763,10.746868603899784,0.209623107746997,0.11323568186248434,2.981307815896389,12.556208023133413,0.18829053534915274,-0.09160928004769109
0,SVM,cof_cat,2.4884101217603667,10.93661022362253,0.1956685878533514,0.09757939125010151,2.969997195277119,12.594313634519448,0.18582715744386746,-0.09492209860997125
0,SVM,cof_cat_ord,2.409662577298401,10.243264023776344,0.24666063352617185,0.15478997907814396,2.962912339989431,12.713383791025814,0.17812974013319471,-0.10527379775191048
0,SVM,target_ord,2.4541144893010425,10.624692529051819,0.21860852944564557,0.12331688669511442,2.9580130401874856,12.268921070210784,0.20686250694506503,-0.06663318031525733
0,SVM,target_mean,2.2045221310225704,9.299195352951191,0.3160920269508054,0.23268861560334253,3.120677978947771,13.978031743115704,0.0963752239391803,-0.21521952642661968
0,Dec Tree,ohe_cat,2.4061371841155235,10.773574007220214,0.20765906273437773,0.005972278703128331,2.949152542372882,13.176398305084746,0.1481976728530161,-0.6337847914130674
0,Dec Tree,ohe_cat_ord,2.3912372221166636,9.607252187440622,0.293436031753032,-0.08945058791152594,3.123268287243534,14.853742697030231,0.039763954973165094,-4.617380863406984
0,Dec Tree,label_cat,2.4061371841155235,10.773574007220214,0.20765906273437773,0.11103211916539935,2.949152542372882,13.176398305084746,0.1481976728530161,-0.14552726754249568
0,Dec Tree,cof_cat,2.3843667937316018,9.792613926337264,0.27980362955928273,0.1919748038957806,2.972383166949941,13.549217994917871,0.1240963462193545,-0.17793939646362666
0,Dec Tree,cof_cat_ord,2.4318663039483663,9.681327487604957,0.28798817454973946,0.20115746412897595,2.9725558003517905,13.682845339211577,0.1154578639722047,-0.18955666569255225
0,Dec Tree,target_ord,2.4061371841155235,10.773574007220214,0.20765906273437773,0.11103211916539935,2.949152542372882,13.176398305084746,0.1481976728530161,-0.14552726754249568
0,Dec Tree,target_mean,2.3713305963464624,9.675845439523899,0.28839135098049207,0.20160980841713738,3.058747451255257,14.277046111629554,0.07704512104966799,-0.24121518203665349
0,Random Forest,ohe_cat,2.3520900607958315,8.86068637819782,0.34834210587750336,0.18246555100995876,2.887731098196165,12.304613218976268,0.2045551499059579,-0.5256893026393921
0,Random Forest,ohe_cat_ord,2.3153071065204798,8.519486697231049,0.37343558691088763,0.0339006814938827,2.952548682118481,12.48414022563791,0.19294943501184258,-3.721245805180721
0,Random Forest,label_cat,2.330609422004369,8.724792315852087,0.35833641497638635,0.2800847582661895,2.858022528564135,12.175086508026213,0.21292854233538805,-0.05847540858344358
0,Random Forest,cof_cat,2.3422585088761867,8.76134613152108,0.35564806990645925,0.2770685662365152,2.8915376595435878,12.407901775464504,0.19787795096682304,-0.07871585904461731
0,Random Forest,cof_cat_ord,1.9043395245765062,5.907485926604939,0.5655348046216884,0.5125512442096991,2.7951417121516884,11.638421531918434,0.24762182231695018,-0.01181892860823952
0,Random Forest,target_ord,2.335626365541802,8.738980932530051,0.35729291522137596,0.27891400244349496,2.838894164527534,11.971443971705417,0.2260932313746704,-0.0407711715995811
0,Random Forest,target_mean,1.852995248213236,5.6006191692542595,0.5881032757689557,0.5378719679359014,2.860471405582031,11.898232622099162,0.23082605718368643,-0.03440633689090444
0,XGBoost,ohe_cat,1.7181062197427026,5.064091606503211,0.6275621175288123,0.5327597474452372,2.745231143902924,11.155008256991799,0.27887258925812186,-0.383146017324586
0,XGBoost,ohe_cat_ord,1.7237036822074587,5.04091232080675,0.6292668347323673,0.4283667395873374,2.8640931097127624,11.977924567102844,0.22567428637065545,-3.5298054247316655
0,XGBoost,label_cat,1.6816798521723557,4.880431195806887,0.6410693957869082,0.5972973708828726,2.7770636150392436,11.265213580292786,0.27174824854845003,0.020626954944467313
0,XGBoost,cof_cat,1.7096989683295847,4.956511937209719,0.6354740486986921,0.5910196643936545,2.761989422167762,11.309376635399422,0.2688932807307849,0.01678751546553825
0,XGBoost,cof_cat_ord,1.7598489422230086,5.196962833134798,0.6177901224439548,0.5711791617663883,2.8293207556514415,12.014070872283414,0.22333756990552767,-0.04447706116153172
0,XGBoost,target_ord,1.7028394955590314,5.044269135699195,0.6290199582681295,0.5837784897642428,2.8107105578406384,11.562821518939751,0.2525090658182896,-0.005246428727127883
0,XGBoost,target_mean,1.6539071773363794,4.701561676360401,0.6542243286431266,0.6120565638435078,2.8172892610905533,11.71598195181,0.24260784621904807,-0.01856186198128018
